id_orden,id_cliente,segmento_cliente,fecha_hora_llegada,tipo_servicio,bolsas_delicada,bolsas_color,bolsas_blanca,bolsas_total,tipos_presentes
O2025-012304,C158,restaurante,6/21/2025 14:27,normal,1,1,1,3,3
O2025-012305,C028,hotel,6/21/2025 14:32,normal,0,0,6,6,1
O2025-012306,C005,hotel,6/21/2025 14:45,normal,0,0,4,4,1
O2025-012307,C030,hotel,6/21/2025 14:47,normal,0,1,3,4,2
O2025-012308,C016,hotel,6/21/2025 15:01,normal,0,0,9,9,1
O2025-012309,C027,hotel,6/21/2025 15:04,normal,0,0,6,6,1
O2025-012310,C029,hotel,6/21/2025 15:08,normal,0,1,4,5,2
O2025-012311,C157,restaurante,6/21/2025 15:40,normal,1,1,2,4,3
O2025-012312,C013,hotel,6/21/2025 15:48,normal,0,0,9,9,1
O2025-012313,C011,hotel,6/21/2025 15:50,normal,0,0,15,15,1
O2025-012314,C024,hotel,6/21/2025 17:47,normal,0,2,6,8,2
O2025-012315,C014,hotel,6/21/2025 17:49,normal,1,0,2,3,2
O2025-012316,C004,hotel,6/21/2025 17:55,normal,0,0,6,6,1
O2025-012317,C020,hotel,6/21/2025 18:57,normal,3,0,7,10,2
O2025-012318,C020,hotel,6/21/2025 19:18,normal,0,1,5,6,2
O2025-012319,C002,hotel,6/21/2025 19:20,normal,1,0,11,12,2
O2025-012320,C076,gimnasio,6/21/2025 19:23,normal,2,0,0,2,1
O2025-012321,C119,restaurante,6/21/2025 20:00,normal,0,0,6,6,1
O2025-012322,C139,restaurante,6/21/2025 20:37,normal,0,0,1,1,1
O2025-012323,C116,restaurante,6/21/2025 21:28,rápido,1,0,0,1,1
O2025-012324,C141,restaurante,6/21/2025 21:30,normal,0,1,1,2,2
O2025-012325,C128,restaurante,6/21/2025 21:34,normal,0,1,1,2,2
O2025-012326,C141,restaurante,6/21/2025 22:10,rápido,0,0,1,1,1
O2025-012327,C105,gimnasio,6/22/2025 5:33,normal,0,5,3,8,2
O2025-012328,C020,hotel,6/22/2025 6:05,normal,2,0,5,7,2
O2025-012329,C148,restaurante,6/22/2025 7:11,normal,0,0,2,2,1
O2025-012330,C002,hotel,6/22/2025 7:29,normal,0,0,3,3,1
O2025-012331,C022,hotel,6/22/2025 7:35,normal,0,0,5,5,1
O2025-012332,C011,hotel,6/22/2025 8:28,normal,0,0,4,4,1
O2025-012333,C024,hotel,6/22/2025 8:33,normal,0,0,4,4,1
O2025-012334,C005,hotel,6/22/2025 8:36,normal,0,4,0,4,1
O2025-012335,C024,hotel,6/22/2025 8:43,normal,1,1,10,12,3
O2025-012336,C017,hotel,6/22/2025 8:47,normal,0,0,19,19,1
O2025-012337,C024,hotel,6/22/2025 8:52,normal,1,0,7,8,2
O2025-012338,C047,clínica,6/22/2025 8:58,normal,0,5,9,14,2
O2025-012339,C109,restaurante,6/22/2025 9:00,normal,0,1,1,2,2
O2025-012340,C110,restaurante,6/22/2025 9:22,normal,0,0,1,1,1
O2025-012341,C008,hotel,6/22/2025 9:23,normal,0,1,4,5,2
O2025-012342,C028,hotel,6/22/2025 9:25,normal,0,0,15,15,1
O2025-012343,C030,hotel,6/22/2025 9:29,normal,0,0,2,2,1
O2025-012344,C011,hotel,6/22/2025 9:43,normal,0,0,10,10,1
O2025-012345,C014,hotel,6/22/2025 9:53,normal,0,0,4,4,1
O2025-012346,C010,hotel,6/22/2025 11:00,normal,0,1,5,6,2
O2025-012347,C070,gimnasio,6/22/2025 11:55,normal,0,3,0,3,1
O2025-012348,C015,hotel,6/22/2025 12:52,normal,1,0,2,3,2
O2025-012349,C099,gimnasio,6/22/2025 13:15,normal,0,2,1,3,2
O2025-012350,C076,gimnasio,6/22/2025 13:17,normal,1,2,1,4,3
O2025-012351,C123,restaurante,6/22/2025 13:28,normal,0,2,2,4,2
O2025-012352,C067,gimnasio,6/22/2025 13:36,normal,0,1,2,3,2
O2025-012353,C079,gimnasio,6/22/2025 13:55,normal,0,3,0,3,1
O2025-012354,C019,hotel,6/22/2025 13:59,normal,0,0,6,6,1
O2025-012355,C017,hotel,6/22/2025 14:11,normal,0,0,12,12,1
O2025-012356,C012,hotel,6/22/2025 14:29,normal,0,2,9,11,2
O2025-012357,C143,restaurante,6/22/2025 14:49,normal,0,2,0,2,1
O2025-012358,C112,restaurante,6/22/2025 14:51,normal,0,1,1,2,2
O2025-012359,C100,gimnasio,6/22/2025 14:53,normal,2,0,0,2,1
O2025-012360,C009,hotel,6/22/2025 15:14,normal,0,1,6,7,2
O2025-012361,C011,hotel,6/22/2025 17:05,normal,0,1,4,5,2
O2025-012362,C010,hotel,6/22/2025 17:09,normal,0,0,11,11,1
O2025-012363,C010,hotel,6/22/2025 17:16,normal,0,0,6,6,1
O2025-012364,C018,hotel,6/22/2025 18:33,normal,1,1,1,3,3
O2025-012365,C158,restaurante,6/22/2025 18:41,normal,0,4,0,4,1
O2025-012366,C079,gimnasio,6/22/2025 19:04,normal,0,1,0,1,1
O2025-012367,C005,hotel,6/22/2025 19:06,normal,0,0,11,11,1
O2025-012368,C074,gimnasio,6/22/2025 19:22,normal,0,6,0,6,1
O2025-012369,C076,gimnasio,6/22/2025 20:14,normal,0,0,3,3,1
O2025-012370,C130,restaurante,6/22/2025 20:20,normal,0,1,1,2,2
O2025-012371,C154,restaurante,6/22/2025 21:38,normal,0,2,2,4,2
O2025-012372,C148,restaurante,6/22/2025 22:50,normal,0,0,3,3,1
O2025-012373,C104,gimnasio,6/23/2025 6:17,normal,0,1,0,1,1
O2025-012374,C005,hotel,6/23/2025 6:21,normal,0,0,5,5,1
O2025-012375,C103,gimnasio,6/23/2025 6:57,normal,0,1,0,1,1
O2025-012376,C104,gimnasio,6/23/2025 6:58,normal,1,3,0,4,2
O2025-012377,C104,gimnasio,6/23/2025 7:09,normal,0,6,0,6,1
O2025-012378,C093,gimnasio,6/23/2025 7:15,normal,1,5,0,6,2
O2025-012379,C097,gimnasio,6/23/2025 7:33,normal,0,0,14,14,1
O2025-012380,C119,restaurante,6/23/2025 7:38,rápido,1,0,2,3,2
O2025-012381,C003,hotel,6/23/2025 7:41,normal,0,0,10,10,1
O2025-012382,C074,gimnasio,6/23/2025 7:42,normal,0,2,0,2,1
O2025-012383,C004,hotel,6/23/2025 7:44,normal,0,0,15,15,1
O2025-012384,C009,hotel,6/23/2025 7:48,normal,0,0,8,8,1
O2025-012385,C065,clínica,6/23/2025 8:05,normal,0,8,0,8,1
O2025-012386,C011,hotel,6/23/2025 8:26,normal,0,0,3,3,1
O2025-012387,C052,clínica,6/23/2025 8:34,normal,0,1,2,3,2
O2025-012388,C024,hotel,6/23/2025 8:35,normal,0,0,18,18,1
O2025-012389,C082,gimnasio,6/23/2025 8:37,rápido,0,3,0,3,1
O2025-012390,C016,hotel,6/23/2025 8:44,normal,0,0,4,4,1
O2025-012391,C092,gimnasio,6/23/2025 8:44,normal,0,1,0,1,1
O2025-012392,C022,hotel,6/23/2025 8:54,normal,1,0,4,5,2
O2025-012393,C025,hotel,6/23/2025 9:01,normal,0,0,6,6,1
O2025-012394,C052,clínica,6/23/2025 9:05,normal,0,1,2,3,2
O2025-012395,C052,clínica,6/23/2025 9:05,normal,1,0,2,3,2
O2025-012396,C017,hotel,6/23/2025 9:08,normal,0,0,10,10,1
O2025-012397,C031,clínica,6/23/2025 9:10,rápido,0,1,1,2,2
O2025-012398,C031,clínica,6/23/2025 9:11,normal,0,8,0,8,1
O2025-012399,C006,hotel,6/23/2025 9:15,normal,0,0,2,2,1
O2025-012400,C016,hotel,6/23/2025 9:15,normal,0,3,17,20,2
O2025-012401,C111,restaurante,6/23/2025 9:16,normal,0,2,1,3,2
O2025-012402,C020,hotel,6/23/2025 9:24,normal,0,0,4,4,1
O2025-012403,C054,clínica,6/23/2025 9:33,normal,0,0,4,4,1
O2025-012404,C108,restaurante,6/23/2025 9:43,normal,0,2,3,5,2
O2025-012405,C062,clínica,6/23/2025 9:46,normal,0,0,2,2,1
O2025-012406,C056,clínica,6/23/2025 9:52,rápido,0,0,2,2,1
O2025-012407,C026,hotel,6/23/2025 10:13,normal,0,1,4,5,2
O2025-012408,C057,clínica,6/23/2025 10:17,rápido,0,0,3,3,1
O2025-012409,C038,clínica,6/23/2025 10:29,normal,0,1,2,3,2
O2025-012410,C033,clínica,6/23/2025 10:36,normal,0,0,4,4,1
O2025-012411,C038,clínica,6/23/2025 10:37,rápido,0,1,0,1,1
O2025-012412,C001,hotel,6/23/2025 10:41,normal,0,0,8,8,1
O2025-012413,C016,hotel,6/23/2025 10:42,normal,0,0,16,16,1
O2025-012414,C059,clínica,6/23/2025 10:44,rápido,0,0,2,2,1
O2025-012415,C064,clínica,6/23/2025 10:50,normal,0,0,4,4,1
O2025-012416,C059,clínica,6/23/2025 11:01,normal,0,0,4,4,1
O2025-012417,C071,gimnasio,6/23/2025 11:19,normal,0,3,0,3,1
O2025-012418,C086,gimnasio,6/23/2025 11:35,normal,0,4,0,4,1
O2025-012419,C066,gimnasio,6/23/2025 11:52,normal,1,1,1,3,3
O2025-012420,C076,gimnasio,6/23/2025 11:56,normal,1,2,0,3,2
O2025-012421,C057,clínica,6/23/2025 11:59,normal,0,0,5,5,1
O2025-012422,C011,hotel,6/23/2025 12:03,normal,0,0,5,5,1
O2025-012423,C008,hotel,6/23/2025 12:39,normal,1,1,2,4,3
O2025-012424,C030,hotel,6/23/2025 13:02,normal,5,0,0,5,1
O2025-012425,C102,gimnasio,6/23/2025 13:11,normal,0,4,0,4,1
O2025-012426,C101,gimnasio,6/23/2025 13:30,normal,0,1,0,1,1
O2025-012427,C024,hotel,6/23/2025 14:03,normal,0,0,9,9,1
O2025-012428,C106,restaurante,6/23/2025 14:04,rápido,0,1,2,3,2
O2025-012429,C010,hotel,6/23/2025 14:11,normal,0,0,9,9,1
O2025-012430,C018,hotel,6/23/2025 14:42,normal,0,0,2,2,1
O2025-012431,C057,clínica,6/23/2025 14:44,normal,1,0,5,6,2
O2025-012432,C011,hotel,6/23/2025 14:48,normal,1,0,6,7,2
O2025-012433,C052,clínica,6/23/2025 15:01,normal,0,2,3,5,2
O2025-012434,C031,clínica,6/23/2025 15:21,rápido,0,0,3,3,1
O2025-012435,C130,restaurante,6/23/2025 15:44,normal,0,5,0,5,1
O2025-012436,C131,restaurante,6/23/2025 15:48,normal,0,0,3,3,1
O2025-012437,C143,restaurante,6/23/2025 15:49,normal,0,1,2,3,2
O2025-012438,C027,hotel,6/23/2025 15:49,normal,0,0,2,2,1
O2025-012439,C127,restaurante,6/23/2025 16:01,rápido,0,1,1,2,2
O2025-012440,C132,restaurante,6/23/2025 16:17,normal,0,1,1,2,2
O2025-012441,C032,clínica,6/23/2025 16:19,normal,0,0,9,9,1
O2025-012442,C037,clínica,6/23/2025 16:21,normal,0,2,5,7,2
O2025-012443,C004,hotel,6/23/2025 16:56,normal,0,0,6,6,1
O2025-012444,C110,restaurante,6/23/2025 16:59,normal,0,0,2,2,1
O2025-012445,C060,clínica,6/23/2025 17:14,normal,0,0,7,7,1
O2025-012446,C084,gimnasio,6/23/2025 17:19,normal,0,0,8,8,1
O2025-012447,C010,hotel,6/23/2025 17:34,normal,1,0,8,9,2
O2025-012448,C056,clínica,6/23/2025 18:17,normal,0,3,11,14,2
O2025-012449,C019,hotel,6/23/2025 18:21,normal,0,0,6,6,1
O2025-012450,C021,hotel,6/23/2025 18:27,normal,1,1,3,5,3
O2025-012451,C088,gimnasio,6/23/2025 18:42,normal,0,1,0,1,1
O2025-012452,C002,hotel,6/23/2025 19:15,normal,0,1,3,4,2
O2025-012453,C083,gimnasio,6/23/2025 19:20,normal,0,0,2,2,1
O2025-012454,C028,hotel,6/23/2025 19:32,normal,0,0,5,5,1
O2025-012455,C078,gimnasio,6/23/2025 19:45,normal,0,2,2,4,2
O2025-012456,C129,restaurante,6/23/2025 20:57,normal,0,1,0,1,1
O2025-012457,C152,restaurante,6/23/2025 21:28,normal,1,1,1,3,3
O2025-012458,C072,gimnasio,6/24/2025 7:18,normal,0,1,1,2,2
O2025-012459,C005,hotel,6/24/2025 7:18,normal,0,0,3,3,1
O2025-012460,C078,gimnasio,6/24/2025 7:22,normal,0,0,2,2,1
O2025-012461,C068,gimnasio,6/24/2025 7:43,normal,0,0,3,3,1
O2025-012462,C129,restaurante,6/24/2025 7:54,normal,0,1,0,1,1
O2025-012463,C110,restaurante,6/24/2025 7:58,rápido,0,1,1,2,2
O2025-012464,C021,hotel,6/24/2025 8:07,normal,0,0,4,4,1
O2025-012465,C044,clínica,6/24/2025 8:11,normal,0,3,0,3,1
O2025-012466,C099,gimnasio,6/24/2025 8:12,normal,0,2,1,3,2
O2025-012467,C065,clínica,6/24/2025 8:16,normal,0,4,2,6,2
O2025-012468,C074,gimnasio,6/24/2025 8:20,normal,1,2,0,3,2
O2025-012469,C039,clínica,6/24/2025 8:50,normal,0,1,1,2,2
O2025-012470,C047,clínica,6/24/2025 8:50,normal,0,0,8,8,1
O2025-012471,C158,restaurante,6/24/2025 8:52,normal,0,0,2,2,1
O2025-012472,C055,clínica,6/24/2025 8:57,normal,0,0,6,6,1
O2025-012473,C062,clínica,6/24/2025 9:01,normal,0,1,2,3,2
O2025-012474,C012,hotel,6/24/2025 9:01,normal,0,0,4,4,1
O2025-012475,C013,hotel,6/24/2025 9:02,normal,0,0,10,10,1
O2025-012476,C013,hotel,6/24/2025 9:07,normal,0,0,8,8,1
O2025-012477,C047,clínica,6/24/2025 9:10,normal,0,0,3,3,1
O2025-012478,C158,restaurante,6/24/2025 9:14,normal,0,1,0,1,1
O2025-012479,C143,restaurante,6/24/2025 9:18,normal,0,1,1,2,2
O2025-012480,C125,restaurante,6/24/2025 9:22,normal,0,1,1,2,2
O2025-012481,C048,clínica,6/24/2025 9:24,normal,0,2,2,4,2
O2025-012482,C064,clínica,6/24/2025 9:28,normal,0,2,3,5,2
O2025-012483,C029,hotel,6/24/2025 9:29,normal,0,0,3,3,1
O2025-012484,C011,hotel,6/24/2025 9:30,normal,0,0,7,7,1
O2025-012485,C133,restaurante,6/24/2025 9:36,normal,0,0,2,2,1
O2025-012486,C032,clínica,6/24/2025 9:41,rápido,0,0,4,4,1
O2025-012487,C063,clínica,6/24/2025 9:42,normal,0,0,5,5,1
O2025-012488,C014,hotel,6/24/2025 9:43,normal,0,1,4,5,2
O2025-012489,C014,hotel,6/24/2025 9:49,normal,0,0,5,5,1
O2025-012490,C057,clínica,6/24/2025 9:54,normal,0,0,3,3,1
O2025-012491,C074,gimnasio,6/24/2025 9:57,normal,0,5,0,5,1
O2025-012492,C020,hotel,6/24/2025 10:02,normal,1,0,8,9,2
O2025-012493,C019,hotel,6/24/2025 10:06,normal,0,2,5,7,2
O2025-012494,C007,hotel,6/24/2025 10:09,normal,1,0,19,20,2
O2025-012495,C010,hotel,6/24/2025 10:17,normal,0,0,6,6,1
O2025-012496,C036,clínica,6/24/2025 10:25,normal,0,0,4,4,1
O2025-012497,C158,restaurante,6/24/2025 10:40,normal,0,0,1,1,1
O2025-012498,C058,clínica,6/24/2025 10:50,normal,0,1,1,2,2
O2025-012499,C038,clínica,6/24/2025 11:26,normal,0,0,3,3,1
O2025-012500,C083,gimnasio,6/24/2025 11:43,normal,0,2,2,4,2
O2025-012501,C086,gimnasio,6/24/2025 12:07,normal,0,0,4,4,1
O2025-012502,C079,gimnasio,6/24/2025 12:48,normal,0,3,0,3,1
O2025-012503,C070,gimnasio,6/24/2025 12:53,normal,1,3,2,6,3
O2025-012504,C002,hotel,6/24/2025 12:54,normal,0,0,1,1,1
O2025-012505,C010,hotel,6/24/2025 13:35,normal,0,0,4,4,1
O2025-012506,C018,hotel,6/24/2025 13:40,normal,0,0,2,2,1
O2025-012507,C017,hotel,6/24/2025 13:56,normal,0,0,9,9,1
O2025-012508,C070,gimnasio,6/24/2025 14:09,normal,0,4,0,4,1
O2025-012509,C056,clínica,6/24/2025 14:13,normal,1,0,4,5,2
O2025-012510,C141,restaurante,6/24/2025 14:17,normal,0,1,1,2,2
O2025-012511,C060,clínica,6/24/2025 14:26,rápido,0,1,3,4,2
O2025-012512,C020,hotel,6/24/2025 14:30,normal,1,0,4,5,2
O2025-012513,C047,clínica,6/24/2025 14:37,normal,0,0,8,8,1
O2025-012514,C127,restaurante,6/24/2025 14:40,normal,0,0,2,2,1
O2025-012515,C025,hotel,6/24/2025 14:42,normal,0,1,13,14,2
O2025-012516,C019,hotel,6/24/2025 14:44,normal,0,0,4,4,1
O2025-012517,C133,restaurante,6/24/2025 14:50,normal,0,4,0,4,1
O2025-012518,C054,clínica,6/24/2025 14:51,normal,0,0,9,9,1
O2025-012519,C141,restaurante,6/24/2025 15:13,normal,0,0,3,3,1
O2025-012520,C011,hotel,6/24/2025 15:17,normal,0,0,3,3,1
O2025-012521,C063,clínica,6/24/2025 15:31,rápido,0,0,2,2,1
O2025-012522,C056,clínica,6/24/2025 15:34,normal,0,5,7,12,2
O2025-012523,C049,clínica,6/24/2025 15:37,normal,0,0,2,2,1
O2025-012524,C054,clínica,6/24/2025 15:47,normal,0,3,5,8,2
O2025-012525,C153,restaurante,6/24/2025 15:50,normal,0,1,1,2,2
O2025-012526,C025,hotel,6/24/2025 15:51,rápido,0,0,7,7,1
O2025-012527,C043,clínica,6/24/2025 15:58,normal,0,1,2,3,2
O2025-012528,C127,restaurante,6/24/2025 15:59,normal,1,1,1,3,3
O2025-012529,C056,clínica,6/24/2025 16:23,rápido,0,4,5,9,2
O2025-012530,C021,hotel,6/24/2025 16:44,normal,0,0,11,11,1
O2025-012531,C056,clínica,6/24/2025 16:57,normal,0,0,12,12,1
O2025-012532,C025,hotel,6/24/2025 17:29,normal,0,0,5,5,1
O2025-012533,C094,gimnasio,6/24/2025 17:37,normal,0,4,0,4,1
O2025-012534,C102,gimnasio,6/24/2025 17:37,normal,0,1,2,3,2
O2025-012535,C040,clínica,6/24/2025 17:40,rápido,0,1,2,3,2
O2025-012536,C023,hotel,6/24/2025 17:50,normal,0,0,4,4,1
O2025-012537,C053,clínica,6/24/2025 18:05,normal,1,1,2,4,3
O2025-012538,C059,clínica,6/24/2025 18:09,rápido,0,0,3,3,1
O2025-012539,C014,hotel,6/24/2025 18:11,normal,0,0,4,4,1
O2025-012540,C004,hotel,6/24/2025 18:21,normal,2,3,16,21,3
O2025-012541,C056,clínica,6/24/2025 18:22,normal,0,6,0,6,1
O2025-012542,C003,hotel,6/24/2025 18:37,rápido,0,0,13,13,1
O2025-012543,C098,gimnasio,6/24/2025 18:49,normal,0,4,0,4,1
O2025-012544,C053,clínica,6/24/2025 18:52,normal,0,0,3,3,1
O2025-012545,C100,gimnasio,6/24/2025 19:05,normal,0,2,1,3,2
O2025-012546,C007,hotel,6/24/2025 19:21,normal,0,1,6,7,2
O2025-012547,C114,restaurante,6/24/2025 19:47,rápido,0,1,1,2,2
O2025-012548,C090,gimnasio,6/24/2025 20:34,normal,0,0,6,6,1
O2025-012549,C030,hotel,6/24/2025 20:35,normal,0,1,5,6,2
O2025-012550,C148,restaurante,6/24/2025 20:41,normal,0,2,2,4,2
O2025-012551,C087,gimnasio,6/24/2025 21:01,normal,0,8,0,8,1
O2025-012552,C072,gimnasio,6/24/2025 21:08,normal,2,0,0,2,1
O2025-012553,C108,restaurante,6/24/2025 22:48,rápido,0,1,1,2,2
O2025-012554,C098,gimnasio,6/25/2025 6:34,normal,0,2,1,3,2
O2025-012555,C084,gimnasio,6/25/2025 6:49,normal,0,3,3,6,2
O2025-012556,C066,gimnasio,6/25/2025 7:03,normal,0,3,0,3,1
O2025-012557,C072,gimnasio,6/25/2025 7:07,normal,0,2,2,4,2
O2025-012558,C069,gimnasio,6/25/2025 7:09,normal,0,2,1,3,2
O2025-012559,C023,hotel,6/25/2025 7:18,normal,0,0,10,10,1
O2025-012560,C009,hotel,6/25/2025 7:27,normal,0,0,3,3,1
O2025-012561,C016,hotel,6/25/2025 7:32,normal,0,2,6,8,2
O2025-012562,C073,gimnasio,6/25/2025 7:33,normal,2,3,0,5,2
O2025-012563,C109,restaurante,6/25/2025 7:33,normal,0,7,0,7,1
O2025-012564,C011,hotel,6/25/2025 7:40,normal,0,0,4,4,1
O2025-012565,C087,gimnasio,6/25/2025 7:46,rápido,0,1,0,1,1
O2025-012566,C026,hotel,6/25/2025 7:53,normal,0,1,6,7,2
O2025-012567,C009,hotel,6/25/2025 7:59,normal,0,0,7,7,1
O2025-012568,C028,hotel,6/25/2025 8:14,normal,0,0,3,3,1
O2025-012569,C096,gimnasio,6/25/2025 8:22,normal,0,0,2,2,1
O2025-012570,C064,clínica,6/25/2025 8:23,normal,0,1,5,6,2
O2025-012571,C117,restaurante,6/25/2025 8:35,rápido,1,1,1,3,3
O2025-012572,C007,hotel,6/25/2025 8:36,normal,0,0,16,16,1
O2025-012573,C056,clínica,6/25/2025 8:57,normal,0,0,7,7,1
O2025-012574,C005,hotel,6/25/2025 8:58,normal,0,0,2,2,1
O2025-012575,C117,restaurante,6/25/2025 9:00,rápido,0,1,1,2,2
O2025-012576,C010,hotel,6/25/2025 9:12,normal,0,1,5,6,2
O2025-012577,C116,restaurante,6/25/2025 9:19,rápido,1,1,1,3,3
O2025-012578,C011,hotel,6/25/2025 9:26,normal,1,0,7,8,2
O2025-012579,C065,clínica,6/25/2025 9:29,rápido,1,0,3,4,2
O2025-012580,C056,clínica,6/25/2025 9:30,normal,0,0,4,4,1
O2025-012581,C041,clínica,6/25/2025 9:43,normal,0,0,10,10,1
O2025-012582,C064,clínica,6/25/2025 9:51,normal,0,0,6,6,1
O2025-012583,C008,hotel,6/25/2025 9:58,normal,0,0,5,5,1
O2025-012584,C040,clínica,6/25/2025 9:59,normal,0,0,4,4,1
O2025-012585,C055,clínica,6/25/2025 10:03,normal,0,4,0,4,1
O2025-012586,C047,clínica,6/25/2025 10:21,normal,0,2,5,7,2
O2025-012587,C059,clínica,6/25/2025 10:25,normal,0,0,7,7,1
O2025-012588,C032,clínica,6/25/2025 10:34,normal,0,0,11,11,1
O2025-012589,C144,restaurante,6/25/2025 10:37,normal,0,1,2,3,2
O2025-012590,C052,clínica,6/25/2025 10:43,normal,0,1,3,4,2
O2025-012591,C059,clínica,6/25/2025 11:57,normal,0,0,5,5,1
O2025-012592,C099,gimnasio,6/25/2025 12:20,normal,0,3,0,3,1
O2025-012593,C067,gimnasio,6/25/2025 12:22,normal,1,1,1,3,3
O2025-012594,C030,hotel,6/25/2025 12:44,normal,1,1,3,5,3
O2025-012595,C010,hotel,6/25/2025 12:44,normal,0,0,6,6,1
O2025-012596,C076,gimnasio,6/25/2025 12:49,normal,0,1,0,1,1
O2025-012597,C017,hotel,6/25/2025 12:58,normal,0,1,7,8,2
O2025-012598,C070,gimnasio,6/25/2025 12:59,normal,1,2,2,5,3
O2025-012599,C012,hotel,6/25/2025 13:30,normal,0,0,7,7,1
O2025-012600,C014,hotel,6/25/2025 13:37,normal,0,1,3,4,2
O2025-012601,C041,clínica,6/25/2025 13:37,normal,0,0,4,4,1
O2025-012602,C029,hotel,6/25/2025 13:49,normal,0,0,7,7,1
O2025-012603,C100,gimnasio,6/25/2025 13:59,normal,0,6,6,12,2
O2025-012604,C137,restaurante,6/25/2025 14:04,rápido,0,0,2,2,1
O2025-012605,C013,hotel,6/25/2025 14:11,normal,1,0,11,12,2
O2025-012606,C027,hotel,6/25/2025 14:13,normal,1,1,3,5,3
O2025-012607,C036,clínica,6/25/2025 14:21,normal,0,0,3,3,1
O2025-012608,C007,hotel,6/25/2025 14:32,normal,0,0,3,3,1
O2025-012609,C145,restaurante,6/25/2025 14:36,rápido,0,1,1,2,2
O2025-012610,C087,gimnasio,6/25/2025 14:45,normal,0,6,0,6,1
O2025-012611,C148,restaurante,6/25/2025 14:46,normal,0,0,3,3,1
O2025-012612,C012,hotel,6/25/2025 14:52,normal,0,0,11,11,1
O2025-012613,C012,hotel,6/25/2025 14:53,normal,0,2,8,10,2
O2025-012614,C025,hotel,6/25/2025 15:09,normal,0,0,3,3,1
O2025-012615,C002,hotel,6/25/2025 15:29,rápido,0,0,5,5,1
O2025-012616,C061,clínica,6/25/2025 15:31,normal,0,3,3,6,2
O2025-012617,C156,restaurante,6/25/2025 15:52,normal,0,0,1,1,1
O2025-012618,C127,restaurante,6/25/2025 15:55,rápido,0,1,1,2,2
O2025-012619,C057,clínica,6/25/2025 15:56,normal,0,1,0,1,1
O2025-012620,C011,hotel,6/25/2025 16:01,normal,0,1,5,6,2
O2025-012621,C160,restaurante,6/25/2025 16:01,rápido,0,1,0,1,1
O2025-012622,C049,clínica,6/25/2025 16:05,normal,1,1,3,5,3
O2025-012623,C004,hotel,6/25/2025 16:07,normal,0,0,5,5,1
O2025-012624,C004,hotel,6/25/2025 16:28,normal,0,1,2,3,2
O2025-012625,C006,hotel,6/25/2025 16:40,normal,0,0,6,6,1
O2025-012626,C124,restaurante,6/25/2025 17:24,normal,1,2,2,5,3
O2025-012627,C069,gimnasio,6/25/2025 17:50,normal,0,2,3,5,2
O2025-012628,C104,gimnasio,6/25/2025 17:50,rápido,0,1,0,1,1
O2025-012629,C040,clínica,6/25/2025 18:25,normal,0,0,3,3,1
O2025-012630,C002,hotel,6/25/2025 18:26,normal,0,0,2,2,1
O2025-012631,C080,gimnasio,6/25/2025 18:30,normal,0,1,1,2,2
O2025-012632,C025,hotel,6/25/2025 18:31,normal,0,0,15,15,1
O2025-012633,C052,clínica,6/25/2025 18:34,normal,1,1,2,4,3
O2025-012634,C005,hotel,6/25/2025 18:35,normal,0,0,4,4,1
O2025-012635,C073,gimnasio,6/25/2025 18:51,normal,1,2,1,4,3
O2025-012636,C098,gimnasio,6/25/2025 19:06,normal,0,2,2,4,2
O2025-012637,C004,hotel,6/25/2025 19:08,normal,0,0,6,6,1
O2025-012638,C084,gimnasio,6/25/2025 19:36,normal,0,9,0,9,1
O2025-012639,C003,hotel,6/25/2025 19:48,normal,1,2,7,10,3
O2025-012640,C019,hotel,6/25/2025 20:12,normal,0,0,6,6,1
O2025-012641,C103,gimnasio,6/25/2025 20:29,rápido,0,1,1,2,2
O2025-012642,C087,gimnasio,6/25/2025 20:48,rápido,0,2,2,4,2
O2025-012643,C119,restaurante,6/26/2025 5:30,normal,0,0,9,9,1
O2025-012644,C068,gimnasio,6/26/2025 6:44,normal,0,0,4,4,1
O2025-012645,C067,gimnasio,6/26/2025 7:02,normal,0,2,1,3,2
O2025-012646,C130,restaurante,6/26/2025 7:11,rápido,1,0,2,3,2
O2025-012647,C070,gimnasio,6/26/2025 7:12,normal,0,7,0,7,1
O2025-012648,C088,gimnasio,6/26/2025 7:14,normal,0,1,0,1,1
O2025-012649,C076,gimnasio,6/26/2025 7:19,normal,0,3,0,3,1
O2025-012650,C080,gimnasio,6/26/2025 7:27,normal,0,1,1,2,2
O2025-012651,C139,restaurante,6/26/2025 7:35,normal,1,1,0,2,2
O2025-012652,C079,gimnasio,6/26/2025 7:44,normal,0,4,0,4,1
O2025-012653,C078,gimnasio,6/26/2025 7:45,normal,0,3,0,3,1
O2025-012654,C099,gimnasio,6/26/2025 7:46,normal,1,2,1,4,3
O2025-012655,C091,gimnasio,6/26/2025 7:54,normal,1,7,0,8,2
O2025-012656,C145,restaurante,6/26/2025 7:55,normal,0,1,1,2,2
O2025-012657,C132,restaurante,6/26/2025 8:03,normal,0,0,2,2,1
O2025-012658,C001,hotel,6/26/2025 8:12,normal,0,2,4,6,2
O2025-012659,C123,restaurante,6/26/2025 8:32,normal,0,1,1,2,2
O2025-012660,C138,restaurante,6/26/2025 8:41,rápido,0,3,1,4,2
O2025-012661,C041,clínica,6/26/2025 8:55,rápido,1,0,4,5,2
O2025-012662,C066,gimnasio,6/26/2025 8:57,normal,1,2,0,3,2
